date,tvl
2026-09-04,707747.089
2026-09-05,707747.089
2026-09-06,707747.089
2026-09-07,707747.089
2026-09-08,3630742566.57
2026-09-09,3630742566.57
2026-09-10,3630742566.57
2026-09-11,3630742566.57
2026-09-12,3630742566.57
2026-09-13,3630742566.57
2026-09-14,3630742566.57
2026-09-15,707747.089
2026-09-16,3630742566.57
2026-09-17,3630742566.57
2026-09-18,3630742566.57
2026-09-19,707747.089
2026-09-20,707747.089
2026-09-21,707747.089
2026-09-22,3630742566.57
